OrderID,OrderDate,Region,City,Category,SubCategory,ProductName,CustomerName,Segment,Sales,Quantity,Discount,Profit
1503,6/17/2023,,Kolkata,FURNITURE,Shirt,Chair,Pooja,Consumer,32426,2,0.15,1233.05
1504,19-07-2023,west,Kolkata,Furniture,,Dell,Neha,Consumer,28633,4,0,5868.3
1505,14-12-2023,West,,FURNITURE,,Jeans,Sneha,Consumer,71649,3,0.1,1299.65
1506,11/13/2023,,Mumbai,FURNITURE,Table,Samsung,,,91664,4,0,2402.41
1507,9/7/2023, SOUTH,Delhi,Electronics,Chair,Table,Neha,Corporate,43233,3,,-3190.73
1508,12/23/2023,South,Bangalore,,Mobile,Chair,Amit,,77172,2,0,-5825.96
1509,6/4/2023,East,Patna,electronics,Mobile,Headphones,,Corporate,99115,2,,-16049.78
1510,19-04-2023,East,,Clothing,Shirt,Shirt,,Corporate,79122,2,0,20360.83
1511,3/8/2023,East,Delhi,Furniture,Mobile,Shirt,Arjun,Home Office,69150,3,0.1,2121.33
1512,1/3/2023,North,Patna,FURNITURE,Laptop,Table,Sneha,,92896,2,0.05,-8740.02
1513,8/6/2023,,Mumbai,FURNITURE,Table,Chair,Neha,,50716,3,0.1,3727.54
1514,7/9/2023,,Bangalore,FURNITURE,Table,Headphones,Rahul,consumer,60370,4,0.05,-9652.31
1515,4/22/2023,North,Kolkata,FURNITURE,Shirt,Dell,Amit,consumer,25235,4,,1277.5
1516,9/11/2023,North,Delhi,,Laptop,Jeans,,consumer,95162,5,0.1,-7640.06
1517,2/15/2023,South,Delhi,,Laptop,Jeans,,Corporate,81639,5,0.15,11764.61
1518,22-09-2023,West,Chennai,FURNITURE,Laptop,Samsung,Rahul,Home Office,41974,3,0,-5767.23
1519,21-07-2023,west,,Furniture,,Headphones,Arjun,Home Office,,3,0.15,-5610.29
1520,18-11-2023,East,Patna,electronics,Laptop,HP,Amit,,18886,5,,4285.39
1521,25-02-2023,South,Pune,electronics,,Table,Arjun,,34262,3,0.1,4314.81
1522,22-10-2023,West,Delhi,FURNITURE,,Table,Arjun,Corporate,39899,3,0.1,7923.07
1523,8/4/2023,East,Delhi,,Chair,Table,Arjun,Home Office,17378,5,0.05,4601.2
1524,16-12-2023, SOUTH,Kolkata,Furniture,Mobile,Jeans,Karan,Corporate,52912,4,,2669.89
1525,7/12/2023,West,Chennai,,Table,Headphones,Karan,,43160,3,0,12659.12
1526,26-03-2023,South,Patna,Electronics,Jeans,Shirt,Pooja,Consumer,91745,2,0,81.02
1527,3/3/2023,South,Hyderabad,Clothing,Mobile,Samsung,Karan,,77077,1,0,-5999.02
1528,5/25/2023,South,,Clothing,Shirt,Dell,Sneha,Consumer,77915,2,0.05,-9981.8
1529,13-07-2023, SOUTH,Delhi,Electronics,,iPhone,,Consumer,26648,1,0,3932.39
1530,6/4/2023,South,,electronics,Shirt,HP,Karan,,44082,1,0.15,8971.54
1531,9/18/2023,East,Chennai,Clothing,Mobile,Shirt,Neha,Home Office,94031,4,0.15,-17724
1532,4/1/2023,East,Mumbai,FURNITURE,,Jeans,Priya,Home Office,57141,4,0,-7931.82
1533,14-11-2023,North,Pune,Clothing,,HP,Neha,consumer,99450,2,,1852.06
1534,15-11-2023,East,Chennai,FURNITURE,Chair,HP,Priya,,97769,2,0.15,17670.29
1535,7/9/2023,west,Pune,Electronics,Table,Samsung,Amit,Home Office,31066,1,0.05,5562.64
1536,24-11-2023,west,Hyderabad,Furniture,Mobile,Jeans,Amit,Corporate,97510,5,0.1,28821.91
1537,24-07-2023,North,Hyderabad,electronics,Laptop,Shirt,Karan,consumer,10610,2,0.15,-1665.13
1538,7/9/2023,East,Delhi,electronics,Mobile,Chair,Priya,,18686,5,,3252.9
1539,25-08-2023,west,Chennai,Electronics,Table,Dell,Pooja,Consumer,91270,2,,720.52
1540,30-07-2023,West,Chennai,electronics,Shirt,iPhone,,,61880,2,0.15,-4946.95
1541,20-01-2023,west,Chennai,Clothing,Shirt,iPhone,Arjun,Corporate,47155,2,0.1,2064.73
1542,19-03-2023,North ,Hyderabad,Electronics,Shirt,HP,Amit,Corporate,96452,5,0.05,16424.14
1543,13-06-2023,west,Mumbai,,Accessories,Jeans,Neha,consumer,68302,2,0,3852.95
1544,2/10/2023,East,Kolkata,Clothing,Table,HP,Neha,consumer,28562,5,0.15,4081.9
1545,2/8/2023,West,Chennai,,Accessories,Samsung,Priya,Home Office,16739,3,0.1,938.4
1546,23-02-2023,North,Hyderabad,Clothing,Table,Jeans,Arjun,,51214,4,0.15,1994.09
1547,7/9/2023,west,Kolkata,FURNITURE,Shirt,HP,Neha,Corporate,88596,3,0,-10327.03
1548,27-06-2023,west,Bangalore,electronics,Shirt,Samsung,Amit,consumer,5823,3,0.05,830.85
1549,27-03-2023,West,Kolkata,,Chair,Headphones,Rahul,,89473,4,0.15,-14540.8
1550,7/1/2023,west,,Furniture,Laptop,Samsung,Arjun,,24997,1,0.1,3792.72
1551,15-01-2023,East,Delhi,Furniture,Accessories,Shirt,Amit,consumer,58731,5,,8061.7
1552,20-11-2023,North,Chennai,electronics,Table,Dell,,,24333,1,0.1,-3173.01
1553,9/4/2023,East,Kolkata,FURNITURE,Jeans,Dell,Karan,Home Office,67314,5,0.15,13813.88
1554,14-08-2023,West,Chennai,FURNITURE,Shirt,Table,Neha,,37057,4,,7262.95
1555,2/3/2023, SOUTH,Kolkata,,Accessories,Headphones,Sneha,,53595,1,0.1,9935.25
1556,18-07-2023,,Delhi,electronics,Chair,Jeans,Sneha,Home Office,85373,4,0.15,-15764.68
1557,13-06-2023,South,Bangalore,electronics,Jeans,Samsung,Neha,Consumer,91386,4,,12060.87
1558,18-06-2023,North,Bangalore,electronics,Accessories,iPhone,Neha,,80149,2,0.05,-1836.36
1559,24-03-2023,,Bangalore,Furniture,Shirt,Shirt,Pooja,Consumer,68404,4,,9772.96
1560,8/8/2023,North,Kolkata,Clothing,,HP,Priya,Corporate,,1,0.15,-1679.38
1561,26-12-2023,west,Hyderabad,electronics,Table,Shirt,Amit,,90291,3,0,3378.51
1562,26-12-2023,North,Patna,,Shirt,Jeans,Karan,consumer,74799,4,0.05,8123.9
1563,25-04-2023,west,Pune,FURNITURE,,Jeans,Arjun,consumer,35570,5,0.1,7354.36
1564,9/2/2023, SOUTH,,Electronics,Table,Chair,Karan,Consumer,83217,1,,-2155.12
1565,26-11-2023, SOUTH,Bangalore,,Laptop,Chair,,Corporate,71754,2,,743.63
1566,27-10-2023,South,Hyderabad,Furniture,Jeans,iPhone,Neha,consumer,58179,1,,10311.58
1567,22-02-2023,North,Pune,electronics,Mobile,Dell,Priya,Corporate,69553,5,0,1388.67
1568,7/12/2023,west,Pune,Electronics,Accessories,Samsung,Pooja,consumer,51733,5,0.05,-2137.96
1569,17-03-2023,North,Delhi,electronics,Shirt,Shirt,Karan,consumer,,2,0,-6240.05
1570,13-11-2023,North ,Hyderabad,Furniture,Laptop,Jeans,Priya,Consumer,40996,5,,4149.07
1571,16-09-2023,South,Mumbai,electronics,Shirt,Samsung,Rahul,Corporate,49762,5,0.15,-272.25
1572,7/5/2023,West,Chennai,Electronics,Chair,HP,Neha,Corporate,22677,2,0.1,5568.48
1573,22-10-2023, SOUTH,Hyderabad,Clothing,Mobile,Samsung,Arjun,Corporate,4082,1,0.05,995.46
1574,5/11/2023,North ,Hyderabad,Furniture,Table,Table,Rahul,Corporate,67839,4,,10940.31
1575,3/10/2023,South,Delhi,,Jeans,Chair,Pooja,Corporate,26927,5,0.1,7868.03
1576,5/1/2023,West,Hyderabad,Electronics,Jeans,Jeans,Rahul,,,3,0.15,3632.8
1577,21-10-2023,North,Pune,Electronics,,Dell,Rahul,Consumer,94306,3,0.1,-5682.24
1578,12/2/2023,East,Hyderabad,Clothing,Chair,Shirt,Rahul,Corporate,17169,2,0.1,-864.51
1579,23-06-2023, SOUTH,Pune,Clothing,Shirt,Jeans,Amit,,39751,1,0.05,2586.96
1580,2/28/2023,East,Hyderabad,Electronics,Table,Samsung,,consumer,46805,5,0.1,11953.62
1581,12/3/2023,west,Kolkata,Clothing,Jeans,Shirt,Priya,,,1,,5230.89
1582,11/10/2023, SOUTH,Kolkata,FURNITURE,Mobile,Table,Sneha,Corporate,36247,3,0.05,-76.58
1583,5/10/2023,South,Delhi,FURNITURE,Laptop,Chair,Arjun,consumer,,3,0.05,2551.01
1584,20-05-2023,North,Mumbai,Clothing,,HP,Neha,consumer,10266,3,0.05,1318.24
1585,13-07-2023,East,Kolkata,,Chair,Table,Amit,,47610,4,0,9961.53
1586,15-04-2023,North,,electronics,Chair,Jeans,Neha,,80275,1,0.05,-2841.62
1587,7/1/2023,North,Chennai,,Chair,HP,,Consumer,8241,2,,259.45
1588,2/8/2023,,Chennai,Electronics,Jeans,HP,Karan,consumer,89846,3,0,8610.13
1589,15-10-2023,South,Pune,FURNITURE,Jeans,HP,Pooja,Home Office,84151,1,0.15,-11713.07
1590,7/19/2023,west,Bangalore,Furniture,Mobile,Samsung,Neha,,4692,4,0.05,-520.33
1591,7/23/2023,East,,,Accessories,Chair,Rahul,Consumer,13483,4,,2546.48
1592,15-10-2023,South,Bangalore,Furniture,Laptop,Samsung,Sneha,Home Office,75840,4,0.05,7946.89
1593,26-07-2023,,Hyderabad,FURNITURE,Table,Shirt,Rahul,,31010,4,0,4406.78
1594,21-01-2023, SOUTH,Bangalore,FURNITURE,Jeans,Headphones,Amit,Home Office,81401,5,0,-10633.33
1595,5/15/2023,East,,Electronics,Table,Samsung,Sneha,Consumer,14871,4,0,-2133.62
1596,15-04-2023,,Bangalore,Electronics,,Dell,Pooja,Corporate,33864,5,0.1,5676.71
1597,7/9/2023,South,Delhi,Furniture,Jeans,iPhone,Neha,Consumer,53979,1,,-5202.36
1598,7/10/2023,North ,Delhi,electronics,Chair,Samsung,Neha,Home Office,7636,1,0,-675.59
1599,26-05-2023,West,Kolkata,Clothing,,Dell,Arjun,Consumer,69453,5,0.1,-6454.87
1600,1/1/2024,East,Delhi,Electronics,Shirt,Samsung,Arjun,Consumer,11105,4,0.15,3047.73
1601,5/6/2023,,Pune,Clothing,Table,HP,Amit,Consumer,15390,5,0.05,-2946.21
1602,8/8/2023,North ,Kolkata,,Shirt,Shirt,Karan,Corporate,46140,1,0.1,-7385.81
1603,1/10/2023,South,Kolkata,electronics,Accessories,Samsung,Rahul,,31457,1,0.15,65.03
1604,25-10-2023, SOUTH,Mumbai,,Shirt,Chair,Karan,Corporate,36615,4,,-4564.45
1605,23-09-2023,North ,Pune,Furniture,Shirt,Dell,Pooja,,38597,3,0.1,264.48
1606,23-09-2023,South,Kolkata,electronics,Chair,Chair,Amit,Corporate,70230,1,0.05,9320.1
1607,10/5/2023,West,Pune,FURNITURE,,iPhone,Priya,consumer,12692,1,,-585.03
1608,10/3/2023,,Bangalore,Furniture,,Headphones,Priya,consumer,99847,3,,13595.3
1609,23-08-2023,West,Bangalore,electronics,,HP,Pooja,Home Office,37692,5,0.1,7091.35
1610,20-08-2023,North,Delhi,Furniture,Laptop,Dell,,Consumer,55367,4,,-1977.8
1611,14-02-2023,South,,electronics,Laptop,Shirt,Sneha,Corporate,39087,2,,-5873.83
1612,7/5/2023,South,Mumbai,Clothing,Shirt,Table,Amit,,49226,2,0,614.32
1613,24-03-2023,South,Bangalore,Clothing,,Dell,Priya,consumer,79646,1,0.05,1868.6
1614,25-10-2023,South,Hyderabad,electronics,,Samsung,Rahul,Home Office,19019,4,0,4223.53
1615,2/3/2023,East,,Clothing,Jeans,Headphones,Neha,Corporate,64845,5,0,18586.12
1616,17-12-2023, SOUTH,Mumbai,FURNITURE,Table,Samsung,Amit,Corporate,98019,4,0.1,8900.33
1617,27-03-2023, SOUTH,Chennai,Furniture,Table,iPhone,Amit,consumer,42311,4,,2352.47
1618,10/6/2023,North,Hyderabad,FURNITURE,Laptop,Samsung,Karan,consumer,95011,5,0.15,-6707.06
1619,6/2/2023,East,Patna,Electronics,Mobile,Jeans,Arjun,consumer,28785,2,0.15,3703.36
1620,4/5/2023,North ,Delhi,Furniture,,Samsung,Karan,Consumer,38705,3,0.05,3835.53
1621,17-02-2023,East,Chennai,Electronics,Chair,HP,Sneha,Home Office,39276,3,0.05,4303.64
1622,24-06-2023,west,Delhi,Furniture,Jeans,Chair,,Home Office,47006,1,0.15,-3790.66
1623,15-09-2023,East,Patna,Electronics,Shirt,iPhone,Neha,Consumer,6742,2,0,21.2
1624,1/9/2023,,Chennai,,Laptop,Shirt,Amit,consumer,18589,4,0.05,3399.84
1625,28-06-2023,East,Patna,Furniture,Jeans,Samsung,Amit,consumer,34780,3,,2531.75
1626,21-12-2023,North ,Delhi,Clothing,,Table,Priya,Home Office,7913,4,0,218.81
1627,6/5/2023, SOUTH,Mumbai,FURNITURE,Accessories,Dell,Arjun,Corporate,74306,1,0,-4382.46
1628,26-04-2023,west,Chennai,Electronics,,Samsung,Amit,Consumer,49807,2,0.1,-1899.67
1629,25-04-2023,South,,Clothing,Table,Shirt,Amit,consumer,85266,4,0.05,-8305.68
1630,2/5/2023,,Chennai,Clothing,Chair,HP,Sneha,Home Office,,2,0.15,-2564.82
1631,6/11/2023,North,Hyderabad,Furniture,,Headphones,Arjun,Corporate,28353,3,0.1,-3154.69
1632,22-09-2023,South,Delhi,,Jeans,Headphones,Rahul,Consumer,25023,4,,1770.57
1633,28-06-2023,East,Pune,FURNITURE,Laptop,iPhone,Karan,,20960,5,0.15,1564.97
1634,24-10-2023,west,Hyderabad,FURNITURE,Jeans,Samsung,Karan,Home Office,2975,4,,414.31
1635,17-04-2023,North ,Hyderabad,Clothing,Shirt,Headphones,Amit,consumer,78474,5,0.1,4874.62
1636,7/1/2023, SOUTH,Hyderabad,Electronics,Table,Headphones,Arjun,,6538,3,0.1,968.27
1637,5/6/2023,west,,,Accessories,Samsung,,Home Office,11099,2,0.15,2963.56
1638,9/6/2023,East,Pune,,Laptop,Dell,Karan,consumer,45888,4,0,-3304.01
1639,14-09-2023,west,Mumbai,Electronics,Accessories,Jeans,Amit,Home Office,91067,1,0,-9869.32
1640,5/6/2023,North ,Delhi,Furniture,Shirt,Shirt,Arjun,consumer,34628,1,0.1,353.44
1641,6/9/2023,North ,Kolkata,Furniture,Jeans,Table,Arjun,Consumer,28539,1,0,6811.23
1642,19-09-2023,North ,Chennai,FURNITURE,Jeans,iPhone,Arjun,,23705,4,0,-491.84
1643,18-09-2023,West,Mumbai,FURNITURE,Jeans,Chair,Neha,consumer,87098,4,0.15,-5079.92
1644,18-08-2023,South,Patna,FURNITURE,Jeans,Dell,Rahul,,15919,1,,4411.52
1645,23-06-2023,west,Bangalore,,,Table,Priya,Home Office,37236,3,0.05,-1034.88
1646,27-01-2023,East,Kolkata,,Shirt,Table,,Consumer,77161,1,0,754.9
1647,7/4/2023,,Kolkata,FURNITURE,Chair,Shirt,Priya,,92169,5,0,18285.02
1648,24-11-2023,,Pune,Clothing,Shirt,Samsung,Pooja,Corporate,31845,5,,6322.32
1649,29-05-2023, SOUTH,Delhi,electronics,Laptop,Headphones,Amit,Consumer,84495,3,0.15,8656.81
1650,5/6/2023,,Mumbai,Electronics,Shirt,Table,Arjun,Home Office,22798,5,0.15,-1757.12
1651,13-06-2023,North,Patna,Clothing,Chair,Table,Amit,Home Office,59961,3,0.05,5593.34
1652,1/29/2023,west,Mumbai,Clothing,Table,Dell,,consumer,82356,3,,-2400.97
1653,2/5/2023,west,Chennai,electronics,,iPhone,,consumer,1212,4,0.05,243.01
1654,22-03-2023,West,Mumbai,Furniture,Laptop,Table,Sneha,consumer,45302,2,,13386.49
1655,14-04-2023,,Patna,FURNITURE,Laptop,Headphones,,Consumer,87334,1,,15925.52
1656,11/10/2023,East,Hyderabad,FURNITURE,Accessories,Jeans,Priya,Consumer,1812,5,0.15,-278.02
1657,12/4/2023,,Mumbai,Furniture,Accessories,Shirt,Arjun,,26163,4,0.15,314.49
1658,10/6/2023,west,Chennai,Electronics,Laptop,Samsung,Sneha,Consumer,54314,2,0.15,5897.27
1659,9/4/2023,North,Chennai,electronics,Chair,Dell,Neha,Home Office,88548,3,0,-12605.07
1660,8/9/2023,North,Mumbai,Electronics,Accessories,Chair,Sneha,Corporate,67419,3,0.1,1943.92
1661,30-07-2023,South,,Furniture,Chair,Chair,Arjun,Consumer,41435,5,,-4455.45
1662,25-09-2023,West,Patna,FURNITURE,Table,Jeans,Priya,Home Office,67073,3,0,5923.76
1663,25-11-2023,East,Delhi,,,Headphones,Priya,Corporate,27613,3,0.15,5767.59
1664,17-02-2023,South,Patna,FURNITURE,Laptop,Headphones,Amit,,90827,4,,-2427.26
1665,9/30/2023,,Hyderabad,Furniture,,Samsung,Pooja,Home Office,45710,4,,7765.46
1666,29-09-2023, SOUTH,Pune,Furniture,Accessories,Table,Arjun,consumer,17243,1,,775.5
1667,14-12-2023,North,Hyderabad,electronics,Laptop,iPhone,Pooja,,52135,3,0.15,-9696.14
1668,22-07-2023,East,Kolkata,Clothing,,Jeans,Sneha,Home Office,24420,4,0.1,6433.15
1669,1/2/2023,South,Hyderabad,,Mobile,Samsung,,Consumer,24885,4,0,-902.59
1670,6/13/2023,,Bangalore,Electronics,Laptop,Chair,Pooja,Home Office,96279,1,0.1,-2153.05
1671,26-09-2023,North ,,Furniture,Jeans,Dell,Amit,,67223,1,0.15,4409.61
1672,6/5/2023,West,Mumbai,Furniture,Laptop,Table,Neha,,54956,5,0,-5765.91
1673,11/29/2023,North,Chennai,,Mobile,Headphones,,Home Office,57122,3,0.05,14543.39
1674,14-12-2023,South,Bangalore,Clothing,,Jeans,Amit,Consumer,31095,2,0.1,8282.62
1675,18-01-2023,west,Mumbai,FURNITURE,Mobile,iPhone,Sneha,Consumer,93970,5,0.05,-10435.8
1676,11/2/2023,west,Mumbai,Electronics,Shirt,Shirt,Amit,consumer,80332,4,0.15,12522.54
1677,8/12/2023,West,,Clothing,Accessories,Chair,Rahul,,27817,3,0.15,3709.82
1678,15-10-2023,North ,Mumbai,Electronics,,Chair,Amit,consumer,53082,5,0.15,14372.93
1679,8/7/2023,East,Chennai,,Table,Dell,Karan,Corporate,79656,4,0.15,11893.77
1680,5/22/2023,West,,Furniture,Shirt,Samsung,Karan,Home Office,38244,1,,2508.03
1681,9/5/2023,East,Hyderabad,electronics,Mobile,Jeans,Amit,Consumer,17442,1,0.05,-3137.36
1682,3/1/2023,North,Delhi,electronics,,Headphones,Sneha,,6795,5,0,590.62
1683,22-07-2023,South,Kolkata,Clothing,Shirt,Jeans,Rahul,Corporate,,3,0.05,8071.69
1684,17-05-2023, SOUTH,Bangalore,electronics,Table,Dell,Karan,Consumer,,4,,124.39
1685,6/25/2023,North,Delhi,Furniture,Accessories,Shirt,,,97422,3,0.15,-12896
1686,23-06-2023, SOUTH,Pune,electronics,Accessories,iPhone,,consumer,81923,5,0.1,13893.27
1687,9/10/2023,West,Hyderabad,Electronics,,Headphones,Karan,Corporate,99389,3,,-18755.72
1688,9/4/2023,North ,Delhi,Electronics,Table,Headphones,Amit,Corporate,80333,4,,9180.54
1689,1/5/2023,East,,electronics,Table,iPhone,,Corporate,59750,5,0.1,-8636.4
1690,28-08-2023,North,Pune,electronics,Table,Shirt,Pooja,Home Office,67343,4,0,6358.64
1691,25-03-2023,North,Hyderabad,Clothing,Table,Headphones,Pooja,Home Office,17772,4,0.15,3942.36
1692,12/7/2023,East,Pune,,Shirt,Table,Priya,,63322,5,,-9219.75
1693,16-12-2023,North ,Hyderabad,Electronics,Chair,Samsung,Pooja,Home Office,62921,4,0.05,-11454.25
1694,13-10-2023, SOUTH,Patna,Furniture,Shirt,HP,Amit,Consumer,48429,4,0.1,5431.45
1695,7/4/2023,,Hyderabad,electronics,Accessories,iPhone,Sneha,Corporate,83543,4,,11339.76
1696,11/4/2023,west,,Furniture,Chair,Headphones,Amit,consumer,51445,3,0.1,6972.47
1697,30-03-2023,west,Patna,FURNITURE,Mobile,Samsung,Arjun,Home Office,82878,5,0.05,-5819.6
1698,7/8/2023,South,Chennai,FURNITURE,Table,iPhone,Arjun,Corporate,70479,2,0.1,17098.01
1699,4/6/2023,South,Patna,Clothing,Laptop,Jeans,Priya,Corporate,78852,4,0.15,-8228.39
1700,28-12-2023,,Delhi,Clothing,Laptop,HP,Arjun,,77450,3,0,-2626.52
1701,28-05-2023,North ,,,Accessories,Dell,Rahul,Home Office,22368,1,0.05,-3543.74
1702,8/1/2023,North ,Patna,electronics,Mobile,iPhone,Neha,consumer,15686,2,0.1,4441.71
1703,4/7/2023,East,Pune,FURNITURE,Shirt,iPhone,Amit,consumer,37018,5,0.05,-2582.92
1704,30-03-2023,East,Pune,electronics,Chair,Table,Karan,Consumer,24069,4,0,3684.22
1705,6/8/2023,North,Kolkata,Clothing,,Table,,Home Office,53559,4,0.15,-3431.63
1706,25-06-2023,west,Chennai,Furniture,Chair,Dell,Rahul,,1690,1,0.05,79.99
1707,29-08-2023,East,Pune,Furniture,Laptop,Table,Amit,,20827,1,0.15,1431.59
1708,29-12-2023,,Bangalore,electronics,Laptop,HP,Priya,,58381,2,0.05,-8637.23
1709,8/9/2023,North,Chennai,Electronics,Jeans,HP,Neha,,39767,3,0.1,-2392.46
1710,25-05-2023,West,,Furniture,Mobile,HP,Arjun,Consumer,48373,4,0,-7702.54
1711,25-04-2023,North ,Patna,,Chair,iPhone,Rahul,Home Office,23444,2,,-1727.97
1712,11/12/2023,,Kolkata,Clothing,Laptop,Headphones,Priya,consumer,46675,4,0,-2634.41
1713,12/11/2023,North ,Bangalore,Electronics,,iPhone,Neha,consumer,,1,,6736.96
1714,31-12-2023,South,Mumbai,FURNITURE,Table,Jeans,Pooja,,79365,2,0.05,10498.63
1715,4/5/2023,South,Chennai,electronics,Laptop,Jeans,Priya,Consumer,45668,1,0.05,3458.03
1716,7/11/2023,North,Chennai,Furniture,Accessories,Chair,Pooja,consumer,32357,5,,-5492.16
1717,15-10-2023,South,Chennai,Clothing,Laptop,Dell,Amit,,86074,5,0.15,-12682.17
1718,1/1/2024,East,Mumbai,,Chair,Dell,Karan,,99996,5,0.05,-16791.41
1719,23-03-2023,South,Chennai,FURNITURE,Laptop,Shirt,Priya,Consumer,69566,2,0,16103.08
1720,13-08-2023, SOUTH,Bangalore,Clothing,Shirt,Table,Amit,Consumer,20525,5,,208.55
1721,20-06-2023,North,Delhi,Electronics,Jeans,Table,Neha,Home Office,28887,2,0.05,7719.73
1722,28-12-2023,South,Pune,Electronics,Mobile,Dell,Amit,Consumer,45351,3,0,1727.69
1723,5/4/2023, SOUTH,Chennai,,,Samsung,Pooja,,6055,2,0.15,884.61
1724,31-07-2023,west,Kolkata,Clothing,Jeans,Jeans,Arjun,Corporate,9300,3,0.1,-420.41
1725,5/7/2023,South,Patna,Clothing,Jeans,Chair,Pooja,consumer,84551,5,0,9367.03
1726,4/14/2023,North,,electronics,Mobile,Headphones,Sneha,,60809,4,0.15,3984.48
1727,14-02-2023,West,Pune,,Table,iPhone,Karan,Corporate,82148,5,,534.42
1728,28-04-2023,North ,Mumbai,,Chair,Headphones,Priya,Home Office,25369,5,0.1,-1591.43
1729,4/12/2023,North ,,Clothing,Shirt,Samsung,Sneha,,24375,2,0.05,-4545.34
1730,24-05-2023,East,,electronics,Table,Chair,Neha,Consumer,27786,1,0.15,6007.95
1731,14-05-2023,West,Chennai,FURNITURE,Accessories,HP,Pooja,consumer,47882,5,0.15,3665.35
1732,27-07-2023,North,Bangalore,Electronics,Mobile,Jeans,Priya,Corporate,77248,5,0.05,17421.66
1733,18-01-2023,,Bangalore,,Accessories,HP,Amit,consumer,15718,4,0.15,-2681.19
1734,27-11-2023, SOUTH,,Clothing,Shirt,Table,Sneha,Consumer,69605,3,0,-3054.36
1735,17-03-2023,South,Chennai,FURNITURE,Chair,HP,Rahul,,4902,5,0.1,1370.27
1736,3/12/2023,North,,,Shirt,Samsung,,Consumer,56569,4,,2660.87
1737,29-12-2023,,Kolkata,Electronics,,Shirt,Pooja,consumer,9467,4,0.15,-923.8
1738,9/9/2023,,Hyderabad,Furniture,Chair,Jeans,Neha,consumer,84305,4,,22867.31
1739,7/5/2023, SOUTH,Pune,Clothing,Mobile,iPhone,Rahul,Consumer,50324,1,0.05,7642.13
1740,3/1/2023,,Delhi,Clothing,Accessories,Dell,Neha,,,5,0.1,11597.38
1741,20-07-2023, SOUTH,Pune,Furniture,Laptop,Samsung,Sneha,consumer,73249,5,,-10844.67
1742,6/14/2023,North,Hyderabad,Electronics,Shirt,Dell,Neha,Home Office,28510,5,,-4466.6
1743,28-09-2023,West,Kolkata,Electronics,Laptop,Dell,Pooja,Corporate,57179,4,0.1,11397.09
1744,8/25/2023,East,Chennai,,Jeans,Jeans,Arjun,Corporate,19262,2,,3809.2
1745,31-07-2023, SOUTH,Chennai,FURNITURE,Chair,iPhone,Rahul,Consumer,21623,2,,-990.7
1746,31-03-2023,,Chennai,Furniture,Chair,Headphones,Karan,Consumer,52987,4,0.05,464.99
1747,25-11-2023,West,,FURNITURE,Accessories,Shirt,Amit,Home Office,70051,5,0.1,-8158.39
1748,3/12/2023,East,Mumbai,electronics,Accessories,Samsung,Neha,,76213,2,0.1,-4877.9
1749,11/1/2023,East,Patna,electronics,Shirt,Headphones,Neha,consumer,11628,2,0.15,2574.34
1750,29-11-2023,west,Bangalore,,Shirt,Samsung,Amit,consumer,8704,2,0,1331.9
1751,28-09-2023,,Hyderabad,Furniture,Accessories,Samsung,Arjun,Home Office,53916,3,0.05,2179.86
1752,1/6/2023,South,Delhi,electronics,Laptop,Jeans,Amit,Corporate,,2,0.05,-14388.58
1753,20-04-2023,,Mumbai,,Jeans,Dell,Pooja,,14749,2,0,1709.92
1754,7/5/2023,South,Patna,FURNITURE,Chair,Headphones,Rahul,,89689,1,0.15,5770.47
1755,16-11-2023,west,Mumbai,,Laptop,Chair,Sneha,consumer,98359,4,0.15,5595.89
1756,18-01-2023, SOUTH,Bangalore,electronics,,Samsung,Neha,Home Office,81137,1,0.1,-5392.18
1757,7/1/2023,North,Hyderabad,Furniture,Accessories,Chair,Amit,consumer,38158,4,0.15,-3105.06
1758,25-09-2023, SOUTH,Chennai,Clothing,,HP,Pooja,Corporate,50197,3,0.1,-5393.05
1759,3/9/2023,west,Pune,FURNITURE,Jeans,Dell,,Consumer,44385,3,0.05,-2664.59
1760,1/9/2023,East,Pune,Furniture,Jeans,HP,Priya,Corporate,34193,1,,-1926.64
1761,10/4/2023,North ,Delhi,Furniture,Chair,Chair,Amit,consumer,47247,4,,1262.35
1762,4/23/2023,,Chennai,FURNITURE,Jeans,Shirt,Neha,,48999,5,,4439.39
1763,11/28/2023,North,Mumbai,Electronics,Shirt,Samsung,Priya,,86347,4,0.15,-9759.94
1764,30-01-2023,North ,,FURNITURE,Laptop,Chair,Karan,Consumer,83114,4,,7679.35
1765,11/9/2023,West,Patna,Electronics,,Samsung,Priya,Home Office,11535,3,0.1,-422.83
1766,18-09-2023,North ,,,Shirt,Headphones,,Corporate,94799,5,0.15,-16670.86
1767,6/22/2023,South,Patna,,,Table,Priya,Home Office,13242,5,0.05,-1070.25
1768,24-08-2023,west,Mumbai,Clothing,Chair,Dell,Arjun,consumer,20027,4,,2656.39
1769,11/10/2023,North,Chennai,,,HP,Priya,consumer,26791,3,0,7954.45
1770,9/7/2023,North ,Patna,,,Jeans,Pooja,Home Office,23169,3,0.05,-3175.56
1771,1/5/2023,East,Chennai,electronics,Table,Table,Arjun,Consumer,8091,1,,-1310.55
1772,4/2/2023,,Pune,Electronics,Accessories,Chair,Priya,,81711,3,0.1,-14816.45
1773,2/12/2023,East,Kolkata,Clothing,Mobile,Samsung,Amit,consumer,93685,2,0,1038.34
1774,2/11/2023,South,Hyderabad,electronics,Accessories,Table,Karan,,96688,1,0.05,4025.09
